"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	332	192250	172.7
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	360	200806	179.3
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	357	208251	171.4
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	391	213458	183.2
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	378	221677	170.5
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1979"	"1979"	21	10000	210.0
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1980"	"1980"	25	12596	198.5
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1981"	"1981"	27	13579	198.8
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1982"	"1982"	23	14383	159.9
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1983"	"1983"	26	15181	171.3
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1984"	"1984"	34	15963	213.0
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1985"	"1985"	32	16985	188.4
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1986"	"1986"	41	17981	228.0
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1987"	"1987"	47	19076	246.4
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1988"	"1988"	43	20386	210.9
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1989"	"1989"	41	21711	188.8
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1990"	"1990"	41	22700	180.6
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1991"	"1991"	51	24430	208.8
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1992"	"1992"	42	26345	159.4
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1993"	"1993"	62	28417	218.2
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1994"	"1994"	52	30605	169.9
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1995"	"1995"	50	33114	151.0
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1996"	"1996"	69	35929	192.0
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1997"	"1997"	69	38819	177.7
	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	"1998"	"1998"	70	42175	166.0
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1979"	"1979"	3564	1407000	253.3
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1980"	"1980"	3885	1439899	269.8
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1981"	"1981"	3766	1522433	247.4
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1982"	"1982"	3715	1587447	234.0
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1983"	"1983"	3931	1647150	238.7
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1984"	"1984"	3935	1702826	231.1
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1985"	"1985"	3982	1755561	226.8
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1986"	"1986"	4086	1806892	226.1
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1987"	"1987"	4234	1861948	227.4
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1988"	"1988"	4640	1905976	243.4
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1989"	"1989"	4571	1961458	233.0
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	4672	2001136	233.5
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	4924	2113777	232.9
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	5059	2195625	230.4
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	5359	2279874	235.1
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	5421	2351953	230.5
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	5819	2423216	240.1
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	6282	2490781	252.2
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	6456	2553020	252.9
	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	6873	2621858	262.1
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	199	52000	382.7
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1980"	"1980"	207	53010	390.5
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	211	55547	379.9
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1982"	"1982"	186	57732	322.2
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1983"	"1983"	216	59885	360.7
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1984"	"1984"	242	61202	395.4
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1985"	"1985"	228	61966	367.9
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	248	62917	394.2
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	265	64391	411.5
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	275	65382	420.6
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1989"	"1989"	291	66363	438.5
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	239	66270	360.6
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	261	68984	378.3
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	243	71367	340.5
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	297	73429	404.5
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	265	75187	352.5
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	275	77868	353.2
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	253	79645	317.7
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	257	81293	316.1
	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	300	83616	358.8
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1979"	"1979"	31	7000	442.9
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1980"	"1980"	44	7751	567.7
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1981"	"1981"	31	8270	374.8
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1982"	"1982"	33	8949	368.8
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1983"	"1983"	33	9689	340.6
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1984"	"1984"	42	10455	401.7
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1985"	"1985"	45	11248	400.1
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1986"	"1986"	50	12144	411.7
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1987"	"1987"	49	12939	378.7
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1988"	"1988"	52	13778	377.4
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1989"	"1989"	44	14668	300.0
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1990"	"1990"	62	15131	409.8
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1991"	"1991"	50	16165	309.3
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1992"	"1992"	68	17556	387.3
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1993"	"1993"	58	18912	306.7
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1994"	"1994"	70	20320	344.5
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1995"	"1995"	72	21807	330.2
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1996"	"1996"	64	23456	272.9
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1997"	"1997"	87	25085	346.8
	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	"1998"	"1998"	92	26974	341.1
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1979"	"1979"	2578	617000	417.8
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1980"	"1980"	2749	620764	442.8
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1981"	"1981"	2795	636715	439.0
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1982"	"1982"	2694	649933	414.5
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1983"	"1983"	2856	662753	430.9
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1984"	"1984"	2889	675185	427.9
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1985"	"1985"	3001	688130	436.1
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1986"	"1986"	3051	703708	433.6
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1987"	"1987"	3179	720891	441.0
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1988"	"1988"	3349	731059	458.1
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1989"	"1989"	3310	750107	441.3
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	3269	759826	430.2
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	3463	797855	434.0
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	3472	826700	420.0
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	3839	859598	446.6
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	3927	890717	440.9
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	4117	923911	445.6
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	4299	956830	449.3
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	4453	993801	448.1
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	4675	1036235	451.2
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1979"	"1979"	6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	15	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1981"	"1981"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1982"	"1982"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	12	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1985"	"1985"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1987"	"1987"	9	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	16	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1989"	"1989"	12	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	9	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	12	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	5	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	13	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1979"	"1979"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1982"	"1982"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1984"	"1984"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1986"	"1986"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1987"	"1987"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1989"	"1989"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1991"	"1991"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1992"	"1992"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1993"	"1993"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1994"	"1994"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1995"	"1995"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1997"	"1997"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1998"	"1998"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1979"	"1979"	41	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1980"	"1980"	24	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1981"	"1981"	23	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1982"	"1982"	33	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1983"	"1983"	26	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1984"	"1984"	26	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1985"	"1985"	22	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1986"	"1986"	34	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1987"	"1987"	49	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1988"	"1988"	26	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1989"	"1989"	30	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	34	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	37	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	21	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	30	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	24	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	19	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	33	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	16	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	21	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	43	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1980"	"1980"	27	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	35	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1982"	"1982"	28	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1983"	"1983"	24	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1984"	"1984"	24	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1985"	"1985"	30	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	41	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	35	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	46	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1989"	"1989"	40	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	43	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	35	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	27	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	26	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	25	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	26	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	24	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	25	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	24	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1979"	"1979"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1980"	"1980"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1981"	"1981"	8	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1982"	"1982"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1983"	"1983"	10	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1984"	"1984"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1985"	"1985"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1986"	"1986"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1987"	"1987"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1988"	"1988"	5	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1989"	"1989"	5	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1990"	"1990"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1991"	"1991"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1992"	"1992"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1993"	"1993"	8	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1994"	"1994"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1995"	"1995"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1996"	"1996"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1997"	"1997"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1998"	"1998"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1979"	"1979"	163	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1980"	"1980"	151	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1981"	"1981"	139	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1982"	"1982"	131	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1983"	"1983"	143	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1984"	"1984"	130	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1985"	"1985"	165	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1986"	"1986"	200	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1987"	"1987"	166	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1988"	"1988"	173	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1989"	"1989"	152	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	152	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	166	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	152	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	143	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	121	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	140	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	148	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	126	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	154	Not Applicable	Not Applicable
"---"
"Dataset: Compressed Mortality, 1979-1998"
"Query Parameters:"
"Title: icd_09_external"
"Age Group: All"
"Gender: All"
"ICD-9 Codes: E800-E999 (External causes of injury and poisoning)"
"Race: All"
"States: All"
"Year: All, 1979 to 1998"
"Group By: Age Group, Gender, Race, Year"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Jan 19, 2016 11:47:33 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1979-1998. CDC WONDER On-line Database, compiled from Compressed Mortality File CMF 1968-1988, Series 20, No. 2A, 2000 and CMF"
"1989-1998, Series 20, No. 2E, 2003. Accessed at http://wonder.cdc.gov/cmf-icd9.html on Jan 19, 2016 11:47:33 AM"
"---"
Messages:
"1. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"---"
Caveats:
"1. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Unreliable."
"2. The population figures used in the calculation of death rates for the age group 'under 1 year' are the live births for the"
"given time period. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"3. Population figures in this table for 1979 and 1981-89 are intercensal estimates of the July 1 resident population of the"
"United States. Note that the state and county population estimates for these years are not consistent with national estimates."
"The population figures in this table for 1980 and 1990 are modified age-race-sex (MARS) April 1 census counts. The population"
"figures for 1991-98 are bridged-race intercensal estimates of the July 1 resident population."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Not Stated."
