"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by cutting and piercing instruments"	"E966"	217	8546000	2.5
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by other and unspecified means"	"E968"	69	8546000	0.8
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Late effect of injury purposely inflicted by other person"	"E969"	1	8546000	0.0 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"			1128	8546000	13.2
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Fight, brawl, rape"	"E960"	6	8748000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by poisoning"	"E962"	3	8748000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by hanging and strangulation"	"E963"	10	8748000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by submersion (drowning)"	"E964"	7	8748000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by firearms and explosives"	"E965"	883	8748000	10.1
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by cutting and piercing instruments"	"E966"	250	8748000	2.9
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by pushing from high place"	"E967"	1	8748000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by other and unspecified means"	"E968"	77	8748000	0.9
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Late effect of injury purposely inflicted by other person"	"E969"	1	8748000	0.0 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"			1238	8748000	14.2
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Fight, brawl, rape"	"E960"	7	8913000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by poisoning"	"E962"	1	8913000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by hanging and strangulation"	"E963"	23	8913000	0.3
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by submersion (drowning)"	"E964"	4	8913000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by firearms and explosives"	"E965"	979	8913000	11.0
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by cutting and piercing instruments"	"E966"	292	8913000	3.3
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by pushing from high place"	"E967"	2	8913000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by other and unspecified means"	"E968"	75	8913000	0.8
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Late effect of injury purposely inflicted by other person"	"E969"	3	8913000	0.0 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"			1386	8913000	15.6
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"					11063	85877820	12.9
"Total"	"20-24 years"	"20-24"	"Male"	"M"							26118	98712269	26.5
"Total"	"20-24 years"	"20-24"									32961	199964021	16.5
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Fight, brawl, rape"	"E960"	2	1392000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by poisoning"	"E962"	1	1392000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by hanging and strangulation"	"E963"	9	1392000	0.6 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by firearms and explosives"	"E965"	247	1392000	17.7
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by cutting and piercing instruments"	"E966"	81	1392000	5.8
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by pushing from high place"	"E967"	1	1392000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by other and unspecified means"	"E968"	31	1392000	2.2
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"			372	1392000	26.7
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by poisoning"	"E962"	1	1425000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by hanging and strangulation"	"E963"	20	1425000	1.4
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by submersion (drowning)"	"E964"	1	1425000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by firearms and explosives"	"E965"	273	1425000	19.2
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by cutting and piercing instruments"	"E966"	64	1425000	4.5
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by pushing from high place"	"E967"	1	1425000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by other and unspecified means"	"E968"	40	1425000	2.8
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Late effect of injury purposely inflicted by other person"	"E969"	2	1425000	0.1 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"			402	1425000	28.2
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Fight, brawl, rape"	"E960"	2	1455562	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by hanging and strangulation"	"E963"	9	1455562	0.6 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by submersion (drowning)"	"E964"	1	1455562	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by firearms and explosives"	"E965"	251	1455562	17.2
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by cutting and piercing instruments"	"E966"	76	1455562	5.2
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by other and unspecified means"	"E968"	33	1455562	2.3
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"			372	1455562	25.6
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Fight, brawl, rape"	"E960"	2	1504000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by poisoning"	"E962"	1	1504000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by hanging and strangulation"	"E963"	20	1504000	1.3
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by submersion (drowning)"	"E964"	1	1504000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by firearms and explosives"	"E965"	297	1504000	19.7
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by cutting and piercing instruments"	"E966"	86	1504000	5.7
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by pushing from high place"	"E967"	1	1504000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by other and unspecified means"	"E968"	37	1504000	2.5
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"			445	1504000	29.6
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Fight, brawl, rape"	"E960"	2	1575000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by hanging and strangulation"	"E963"	36	1575000	2.3
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by firearms and explosives"	"E965"	314	1575000	19.9
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by cutting and piercing instruments"	"E966"	86	1575000	5.5
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by pushing from high place"	"E967"	2	1575000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by other and unspecified means"	"E968"	38	1575000	2.4
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"			478	1575000	30.3
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Fight, brawl, rape"	"E960"	3	1643000	0.2 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by hanging and strangulation"	"E963"	23	1643000	1.4
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by submersion (drowning)"	"E964"	1	1643000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by firearms and explosives"	"E965"	336	1643000	20.5
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by cutting and piercing instruments"	"E966"	92	1643000	5.6
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by pushing from high place"	"E967"	3	1643000	0.2 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by other and unspecified means"	"E968"	48	1643000	2.9
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"			506	1643000	30.8
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Fight, brawl, rape"	"E960"	1	1724000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by poisoning"	"E962"	1	1724000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by hanging and strangulation"	"E963"	25	1724000	1.5
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by submersion (drowning)"	"E964"	4	1724000	0.2 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by firearms and explosives"	"E965"	353	1724000	20.5
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by cutting and piercing instruments"	"E966"	85	1724000	4.9
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by other and unspecified means"	"E968"	55	1724000	3.2
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Late effect of injury purposely inflicted by other person"	"E969"	1	1724000	0.1 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"			525	1724000	30.5
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Fight, brawl, rape"	"E960"	1	1808000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by poisoning"	"E962"	1	1808000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by hanging and strangulation"	"E963"	28	1808000	1.5
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by submersion (drowning)"	"E964"	1	1808000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by firearms and explosives"	"E965"	337	1808000	18.6
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by cutting and piercing instruments"	"E966"	86	1808000	4.8
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by pushing from high place"	"E967"	2	1808000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by other and unspecified means"	"E968"	41	1808000	2.3
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Late effect of injury purposely inflicted by other person"	"E969"	1	1808000	0.1 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"			498	1808000	27.5
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Fight, brawl, rape"	"E960"	1	1896000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by hanging and strangulation"	"E963"	23	1896000	1.2
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by submersion (drowning)"	"E964"	1	1896000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by firearms and explosives"	"E965"	291	1896000	15.3
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by cutting and piercing instruments"	"E966"	101	1896000	5.3
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by other and unspecified means"	"E968"	56	1896000	3.0
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Late effect of injury purposely inflicted by other person"	"E969"	2	1896000	0.1 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"			475	1896000	25.1
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by poisoning"	"E962"	1	1983000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by hanging and strangulation"	"E963"	38	1983000	1.9
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by submersion (drowning)"	"E964"	2	1983000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by firearms and explosives"	"E965"	297	1983000	15.0
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by cutting and piercing instruments"	"E966"	95	1983000	4.8
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by pushing from high place"	"E967"	1	1983000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by other and unspecified means"	"E968"	45	1983000	2.3
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Late effect of injury purposely inflicted by other person"	"E969"	1	1983000	0.1 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"			480	1983000	24.2
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Fight, brawl, rape"	"E960"	2	2072000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by hanging and strangulation"	"E963"	29	2072000	1.4
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by submersion (drowning)"	"E964"	1	2072000	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by firearms and explosives"	"E965"	300	2072000	14.5
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by cutting and piercing instruments"	"E966"	95	2072000	4.6
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by pushing from high place"	"E967"	1	2072000	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by other and unspecified means"	"E968"	49	2072000	2.4
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Late effect of injury purposely inflicted by other person"	"E969"	1	2072000	0.0 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"			478	2072000	23.1
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"					5031	18477562	27.2
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Assault by submersion (drowning)"	"E964"	1	179000	0.6 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Assault by firearms and explosives"	"E965"	4	179000	2.2 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Assault by cutting and piercing instruments"	"E966"	1	179000	0.6 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Assault by other and unspecified means"	"E968"	11	179000	6.1 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"			17	179000	9.5 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Assault by hanging and strangulation"	"E963"	2	192000	1.0 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Assault by firearms and explosives"	"E965"	7	192000	3.6 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Assault by cutting and piercing instruments"	"E966"	1	192000	0.5 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Assault by other and unspecified means"	"E968"	6	192000	3.1 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"			16	192000	8.3 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Assault by hanging and strangulation"	"E963"	1	230020	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Assault by firearms and explosives"	"E965"	8	230020	3.5 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Assault by cutting and piercing instruments"	"E966"	5	230020	2.2 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Assault by other and unspecified means"	"E968"	6	230020	2.6 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"			20	230020	8.7
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Fight, brawl, rape"	"E960"	1	224000	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Assault by hanging and strangulation"	"E963"	1	224000	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Assault by firearms and explosives"	"E965"	10	224000	4.5 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Assault by cutting and piercing instruments"	"E966"	3	224000	1.3 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Assault by other and unspecified means"	"E968"	6	224000	2.7 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"			21	224000	9.4
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Assault by firearms and explosives"	"E965"	10	249000	4.0 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Assault by cutting and piercing instruments"	"E966"	4	249000	1.6 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Assault by other and unspecified means"	"E968"	8	249000	3.2 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"			22	249000	8.8
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Fight, brawl, rape"	"E960"	2	277000	0.7 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Assault by hanging and strangulation"	"E963"	2	277000	0.7 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Assault by firearms and explosives"	"E965"	13	277000	4.7 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Assault by cutting and piercing instruments"	"E966"	4	277000	1.4 (Unreliable)
