"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Drugs and medicinal substances"	"E962.0"	2	15573000	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Other solid and liquid substances"	"E962.1"	1	15573000	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Unspecified poisoning"	"E962.9"	1	15573000	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	33	15573000	0.2
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	9	15573000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Handgun"	"E965.0"	120	15573000	0.8
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Shotgun"	"E965.1"	188	15573000	1.2
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Hunting rifle"	"E965.2"	25	15573000	0.2
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Military firearms"	"E965.3"	1	15573000	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	1552	15573000	10.0
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Unspecified explosive"	"E965.9"	2	15573000	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	444	15573000	2.9
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Fire"	"E968.0"	7	15573000	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Pushing from a high place"	"E968.1"	1	15573000	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	42	15573000	0.3
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Other specified means"	"E968.8"	54	15573000	0.3
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Unspecified means"	"E968.9"	62	15573000	0.4
	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"	"Late effects of injury purposely inflicted by other person"	"E969"	2	15573000	0.0 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"	"White"	"2106-3"			2555	15573000	16.4
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"1979"	"1979"					5245	17862000	29.4
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Black or African American"	"2054-5"	"Unarmed fight or brawl"	"E960.0"	6	1967134	0.3 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Black or African American"	"2054-5"	"Drugs and medicinal substances"	"E962.0"	1	1967134	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	18	1967134	0.9 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Black or African American"	"2054-5"	"Handgun"	"E965.0"	148	1967134	7.5
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Black or African American"	"2054-5"	"Shotgun"	"E965.1"	184	1967134	9.4
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Black or African American"	"2054-5"	"Hunting rifle"	"E965.2"	13	1967134	0.7 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	1782	1967134	90.6
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Black or African American"	"2054-5"	"Unspecified explosive"	"E965.9"	1	1967134	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	554	1967134	28.2
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Black or African American"	"2054-5"	"Fire"	"E968.0"	8	1967134	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Black or African American"	"2054-5"	"Pushing from a high place"	"E968.1"	2	1967134	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Black or African American"	"2054-5"	"Striking by blunt or thrown object"	"E968.2"	15	1967134	0.8 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Black or African American"	"2054-5"	"Other specified means"	"E968.8"	31	1967134	1.6
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	46	1967134	2.3
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Black or African American"	"2054-5"	"Late effects of injury purposely inflicted by other person"	"E969"	3	1967134	0.2 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Black or African American"	"2054-5"			2812	1967134	142.9
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Other Race"	"2131-1"	"Assault by hanging and strangulation"	"E963"	1	475052	0.2 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Other Race"	"2131-1"	"Handgun"	"E965.0"	2	475052	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Other Race"	"2131-1"	"Shotgun"	"E965.1"	7	475052	1.5 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Other Race"	"2131-1"	"Hunting rifle"	"E965.2"	2	475052	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Other Race"	"2131-1"	"Other and unspecified firearm"	"E965.4"	50	475052	10.5
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Other Race"	"2131-1"	"Assault by cutting and piercing instrument"	"E966"	23	475052	4.8
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Other Race"	"2131-1"	"Pushing from a high place"	"E968.1"	1	475052	0.2 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Other Race"	"2131-1"	"Striking by blunt or thrown object"	"E968.2"	1	475052	0.2 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Other Race"	"2131-1"	"Other specified means"	"E968.8"	9	475052	1.9 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Other Race"	"2131-1"	"Unspecified means"	"E968.9"	1	475052	0.2 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"Other Race"	"2131-1"			97	475052	20.4
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Unarmed fight or brawl"	"E960.0"	26	15939717	0.2
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Drugs and medicinal substances"	"E962.0"	1	15939717	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Other solid and liquid substances"	"E962.1"	1	15939717	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Other gases and vapors"	"E962.2"	4	15939717	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	31	15939717	0.2
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	9	15939717	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Handgun"	"E965.0"	123	15939717	0.8
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Shotgun"	"E965.1"	214	15939717	1.3
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Hunting rifle"	"E965.2"	37	15939717	0.2
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Military firearms"	"E965.3"	1	15939717	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	1758	15939717	11.0
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Other specified explosive"	"E965.8"	2	15939717	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	516	15939717	3.2
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Fire"	"E968.0"	14	15939717	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Pushing from a high place"	"E968.1"	3	15939717	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	29	15939717	0.2
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Other specified means"	"E968.8"	80	15939717	0.5
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Unspecified means"	"E968.9"	97	15939717	0.6
	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"	"Late effects of injury purposely inflicted by other person"	"E969"	5	15939717	0.0 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"	"White"	"2106-3"			2951	15939717	18.5
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"1980"	"1980"					5860	18381903	31.9
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Black or African American"	"2054-5"	"Unarmed fight or brawl"	"E960.0"	5	2105073	0.2 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Black or African American"	"2054-5"	"Assault by corrosive or caustic substance, except poisoning"	"E961"	1	2105073	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	21	2105073	1.0
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Black or African American"	"2054-5"	"Assault by submersion (drowning)"	"E964"	3	2105073	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Black or African American"	"2054-5"	"Handgun"	"E965.0"	160	2105073	7.6
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Black or African American"	"2054-5"	"Shotgun"	"E965.1"	183	2105073	8.7
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Black or African American"	"2054-5"	"Hunting rifle"	"E965.2"	22	2105073	1.0
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	1771	2105073	84.1
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Black or African American"	"2054-5"	"Unspecified explosive"	"E965.9"	1	2105073	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	552	2105073	26.2
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Black or African American"	"2054-5"	"Fire"	"E968.0"	2	2105073	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Black or African American"	"2054-5"	"Striking by blunt or thrown object"	"E968.2"	21	2105073	1.0
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Black or African American"	"2054-5"	"Other specified means"	"E968.8"	33	2105073	1.6
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	50	2105073	2.4
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Black or African American"	"2054-5"			2825	2105073	134.2
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Other Race"	"2131-1"	"Unarmed fight or brawl"	"E960.0"	2	542020	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Other Race"	"2131-1"	"Handgun"	"E965.0"	2	542020	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Other Race"	"2131-1"	"Shotgun"	"E965.1"	2	542020	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Other Race"	"2131-1"	"Hunting rifle"	"E965.2"	2	542020	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Other Race"	"2131-1"	"Other and unspecified firearm"	"E965.4"	48	542020	8.9
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Other Race"	"2131-1"	"Assault by cutting and piercing instrument"	"E966"	18	542020	3.3 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Other Race"	"2131-1"	"Other specified means"	"E968.8"	4	542020	0.7 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Other Race"	"2131-1"	"Unspecified means"	"E968.9"	3	542020	0.6 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"Other Race"	"2131-1"			81	542020	14.9
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"	"Unarmed fight or brawl"	"E960.0"	11	16671082	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"	"Drugs and medicinal substances"	"E962.0"	4	16671082	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	49	16671082	0.3
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	7	16671082	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"	"Handgun"	"E965.0"	122	16671082	0.7
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"	"Shotgun"	"E965.1"	212	16671082	1.3
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"	"Hunting rifle"	"E965.2"	40	16671082	0.2
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	1683	16671082	10.1
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"	"Other specified explosive"	"E965.8"	1	16671082	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"	"Unspecified explosive"	"E965.9"	3	16671082	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	551	16671082	3.3
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"	"Fire"	"E968.0"	9	16671082	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"	"Pushing from a high place"	"E968.1"	1	16671082	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	33	16671082	0.2
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"	"Other specified means"	"E968.8"	58	16671082	0.3
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"	"Unspecified means"	"E968.9"	78	16671082	0.5
	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"	"Late effects of injury purposely inflicted by other person"	"E969"	6	16671082	0.0 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"	"White"	"2106-3"			2868	16671082	17.2
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"1981"	"1981"					5774	19318175	29.9
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Black or African American"	"2054-5"	"Unarmed fight or brawl"	"E960.0"	7	2185637	0.3 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Black or African American"	"2054-5"	"Other gases and vapors"	"E962.2"	2	2185637	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	24	2185637	1.1
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Black or African American"	"2054-5"	"Assault by submersion (drowning)"	"E964"	4	2185637	0.2 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Black or African American"	"2054-5"	"Handgun"	"E965.0"	159	2185637	7.3
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Black or African American"	"2054-5"	"Shotgun"	"E965.1"	157	2185637	7.2
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Black or African American"	"2054-5"	"Hunting rifle"	"E965.2"	17	2185637	0.8 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	1637	2185637	74.9
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	568	2185637	26.0
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Black or African American"	"2054-5"	"Fire"	"E968.0"	14	2185637	0.6 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Black or African American"	"2054-5"	"Striking by blunt or thrown object"	"E968.2"	11	2185637	0.5 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Black or African American"	"2054-5"	"Hot liquid"	"E968.3"	1	2185637	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Black or African American"	"2054-5"	"Other specified means"	"E968.8"	34	2185637	1.6
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	50	2185637	2.3
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Black or African American"	"2054-5"	"Late effects of injury purposely inflicted by other person"	"E969"	9	2185637	0.4 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Black or African American"	"2054-5"			2694	2185637	123.3
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Other Race"	"2131-1"	"Assault by hanging and strangulation"	"E963"	2	585742	0.3 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Other Race"	"2131-1"	"Assault by submersion (drowning)"	"E964"	1	585742	0.2 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Other Race"	"2131-1"	"Handgun"	"E965.0"	2	585742	0.3 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Other Race"	"2131-1"	"Shotgun"	"E965.1"	2	585742	0.3 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Other Race"	"2131-1"	"Hunting rifle"	"E965.2"	1	585742	0.2 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Other Race"	"2131-1"	"Other and unspecified firearm"	"E965.4"	42	585742	7.2
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Other Race"	"2131-1"	"Assault by cutting and piercing instrument"	"E966"	20	585742	3.4
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Other Race"	"2131-1"	"Other specified means"	"E968.8"	1	585742	0.2 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Other Race"	"2131-1"	"Unspecified means"	"E968.9"	4	585742	0.7 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"Other Race"	"2131-1"			75	585742	12.8
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"White"	"2106-3"	"Unarmed fight or brawl"	"E960.0"	9	16823681	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"White"	"2106-3"	"Drugs and medicinal substances"	"E962.0"	4	16823681	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"White"	"2106-3"	"Other gases and vapors"	"E962.2"	10	16823681	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	41	16823681	0.2
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	2	16823681	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"White"	"2106-3"	"Handgun"	"E965.0"	112	16823681	0.7
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"White"	"2106-3"	"Shotgun"	"E965.1"	195	16823681	1.2
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"White"	"2106-3"	"Hunting rifle"	"E965.2"	23	16823681	0.1
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	1583	16823681	9.4
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"White"	"2106-3"	"Unspecified explosive"	"E965.9"	1	16823681	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	503	16823681	3.0
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"White"	"2106-3"	"Fire"	"E968.0"	10	16823681	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	32	16823681	0.2
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"White"	"2106-3"	"Other specified means"	"E968.8"	61	16823681	0.4
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"White"	"2106-3"	"Unspecified means"	"E968.9"	71	16823681	0.4
	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"White"	"2106-3"	"Late effects of injury purposely inflicted by other person"	"E969"	5	16823681	0.0 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"	"White"	"2106-3"			2662	16823681	15.8
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"1982"	"1982"					5431	19595060	27.7
	"25-34 years"	"25-34"	"Male"	"M"	"1983"	"1983"	"Black or African American"	"2054-5"	"Unarmed fight or brawl"	"E960.0"	2	2259657	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1983"	"1983"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	15	2259657	0.7 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1983"	"1983"	"Black or African American"	"2054-5"	"Handgun"	"E965.0"	116	2259657	5.1
	"25-34 years"	"25-34"	"Male"	"M"	"1983"	"1983"	"Black or African American"	"2054-5"	"Shotgun"	"E965.1"	142	2259657	6.3
	"25-34 years"	"25-34"	"Male"	"M"	"1983"	"1983"	"Black or African American"	"2054-5"	"Hunting rifle"	"E965.2"	14	2259657	0.6 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1983"	"1983"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	1323	2259657	58.5
	"25-34 years"	"25-34"	"Male"	"M"	"1983"	"1983"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	554	2259657	24.5
	"25-34 years"	"25-34"	"Male"	"M"	"1983"	"1983"	"Black or African American"	"2054-5"	"Fire"	"E968.0"	8	2259657	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1983"	"1983"	"Black or African American"	"2054-5"	"Striking by blunt or thrown object"	"E968.2"	16	2259657	0.7 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1983"	"1983"	"Black or African American"	"2054-5"	"Criminal neglect"	"E968.4"	1	2259657	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"1983"	"1983"	"Black or African American"	"2054-5"	"Other specified means"	"E968.8"	36	2259657	1.6
	"25-34 years"	"25-34"	"Male"	"M"	"1983"	"1983"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	36	2259657	1.6
	"25-34 years"	"25-34"	"Male"	"M"	"1983"	"1983"	"Black or African American"	"2054-5"	"Late effects of injury purposely inflicted by other person"	"E969"	7	2259657	0.3 (Unreliable)
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"1983"	"1983"	"Black or African American"	"2054-5"			2270	2259657	100.5
	"25-34 years"	"25-34"	"Male"	"M"	"1983"	"1983"	"Other Race"	"2131-1"	"Unarmed fight or brawl"	"E960.0"	1	624760	0.2 (Unreliable)
