"year","female","male","total","country_code"
1862,44.05,41,42.53,"swe"
1863,46.99,43.72,45.36,"swe"
1864,46.45,43.03,44.73,"swe"
1865,47.4,43.32,45.35,"swe"
1866,46.8,42.61,44.69,"swe"
1867,48.17,44.09,46.11,"swe"
1868,45.09,41.3,43.18,"swe"
1869,42.65,39.18,40.9,"swe"
1870,46.81,43.15,44.97,"swe"
1871,50.67,47.17,48.92,"swe"
1872,51.92,48.07,50,"swe"
1873,50.35,46.91,48.64,"swe"
1874,46.12,42.35,44.23,"swe"
1875,46.44,42.67,44.54,"swe"
1876,46.32,43.21,44.77,"swe"
1877,47.77,44.19,45.98,"swe"
1878,47.98,45.36,46.68,"swe"
1879,50.26,47.46,48.87,"swe"
1880,49.08,46.07,47.58,"swe"
1881,49.94,46.93,48.45,"swe"
1882,50.11,46.93,48.53,"swe"
1883,50.51,47.4,48.96,"swe"
1884,50.67,47.51,49.1,"swe"
1885,50.42,47.31,48.87,"swe"
1886,51.9,49.13,50.52,"swe"
1887,52.85,49.91,51.39,"swe"
1888,53.53,51.01,52.29,"swe"
1889,53.39,51.08,52.26,"swe"
1890,51.77,49.08,50.44,"swe"
1891,52.53,49.57,51.05,"swe"
1892,51.83,49.32,50.58,"swe"
1893,52.63,49.98,51.32,"swe"
1894,53.17,50.91,52.05,"swe"
1895,55.38,52.84,54.13,"swe"
1896,54.67,52.18,53.44,"swe"
1897,55.32,52.81,54.08,"swe"
1898,56.07,53.19,54.64,"swe"
1899,52.28,49.51,50.9,"swe"
1900,53.62,50.79,52.21,"swe"
1901,54.08,51.63,52.87,"swe"
1902,55.9,53.53,54.73,"swe"
1903,56.45,53.62,55.05,"swe"
1904,56.52,54.19,55.36,"swe"
1905,55.75,53.23,54.5,"swe"
1906,57.78,55.48,56.65,"swe"
1907,58.13,55.73,56.95,"swe"
1908,57.52,55.22,56.38,"swe"
1909,59.53,57.2,58.38,"swe"
1910,59.06,56.44,57.76,"swe"
1911,59.44,56.54,58,"swe"
1912,59.12,56.38,57.76,"swe"
1913,60.03,57.24,58.65,"swe"
1914,59.48,56.97,58.24,"swe"
1915,58.41,55.92,57.17,"swe"
1916,59.33,57.02,58.19,"swe"
1917,60.09,57.59,58.85,"swe"
1918,51.43,48.21,49.81,"swe"
1919,57.99,55.11,56.55,"swe"
1920,60.13,57.44,58.78,"swe"
1921,62.3,59.71,61.01,"swe"
1922,61.89,60.17,61.03,"swe"
1923,64.1,61.81,62.96,"swe"
1924,63.1,60.83,61.97,"swe"
1925,63.71,61.39,62.55,"swe"
1926,63.8,61.74,62.78,"swe"
1927,62.64,60.48,61.56,"swe"
1928,63.25,61.26,62.26,"swe"
1929,63.43,61.2,62.31,"swe"
1930,64.21,62.14,63.18,"swe"
1931,63.6,61.73,62.66,"swe"
1932,64.91,62.95,63.93,"swe"
1933,65.97,63.65,64.81,"swe"
1934,66.08,63.84,64.95,"swe"
1935,66.05,63.67,64.85,"swe"
1936,65.77,63.43,64.59,"swe"
1937,65.83,63.44,64.63,"swe"
1938,67.1,64.03,65.55,"swe"
1939,67.7,65.07,66.38,"swe"
1940,68.11,65.36,66.72,"swe"
1941,68.32,65.75,67.03,"swe"
1942,70.35,67.55,68.94,"swe"
1943,70.09,67.33,68.7,"swe"
1944,69.29,66.2,67.72,"swe"
1945,69.52,67.15,68.32,"swe"
1946,70.66,68.34,69.49,"swe"
1947,70.61,68.3,69.45,"swe"
1948,72.12,69.34,70.72,"swe"
1949,72.14,69.45,70.79,"swe"
1950,72.44,69.83,71.13,"swe"
1951,72.7,70.03,71.35,"swe"
1952,73.29,70.42,71.85,"swe"
1953,73.39,70.42,71.89,"swe"
1954,73.86,70.85,72.35,"swe"
1955,74.14,71.05,72.58,"swe"
1956,74.39,70.95,72.65,"swe"
1957,74.26,70.73,72.47,"swe"
1958,74.78,71.51,73.13,"swe"
1959,75.19,71.56,73.35,"swe"
1960,74.87,71.23,73.03,"swe"
1961,75.38,71.64,73.49,"swe"
1962,75.41,71.36,73.35,"swe"
1963,75.62,71.54,73.54,"swe"
1964,75.88,71.63,73.71,"swe"
1965,76.08,71.73,73.87,"swe"
1966,76.47,71.85,74.11,"swe"
1967,76.54,71.85,74.14,"swe"
1968,76.4,71.73,74.01,"swe"
1969,76.64,71.73,74.13,"swe"
1970,77.22,72.24,74.68,"swe"
1971,77.38,71.96,74.6,"swe"
1972,77.53,72.02,74.7,"swe"
1973,77.71,72.15,74.85,"swe"
1974,77.9,72.2,74.97,"swe"
1975,77.94,72.17,74.97,"swe"
1976,77.96,72.16,74.97,"swe"
1977,78.57,72.41,75.39,"swe"
1978,78.69,72.46,75.48,"swe"
1979,78.72,72.5,75.52,"swe"
1980,78.85,72.78,75.74,"swe"
1981,79.14,73.08,76.04,"swe"
1982,79.39,73.43,76.35,"swe"
1983,79.64,73.63,76.58,"swe"
1984,79.93,73.85,76.84,"swe"
1985,79.69,73.78,76.69,"swe"
1986,80.02,73.97,76.95,"swe"
1987,80.14,74.16,77.11,"swe"
1988,79.93,74.12,76.99,"swe"
1989,80.56,74.78,77.65,"swe"
1990,80.39,74.81,77.59,"swe"
1991,80.54,74.94,77.72,"swe"
1992,80.78,75.36,78.07,"swe"
1993,80.77,75.49,78.14,"swe"
1994,81.38,76.08,78.74,"swe"
1995,81.44,76.17,78.82,"swe"
1996,81.52,76.52,79.04,"swe"
1997,81.8,76.7,79.27,"swe"
1998,81.91,76.87,79.42,"swe"
1999,81.89,77.07,79.51,"swe"
2000,82.02,77.38,79.74,"swe"
2001,82.05,77.54,79.83,"swe"
2002,82.08,77.71,79.93,"swe"
2003,82.41,77.9,80.19,"swe"
2004,82.66,78.35,80.54,"swe"
2005,82.75,78.42,80.62,"swe"
2006,82.9,78.69,80.83,"swe"
2007,82.95,78.92,80.97,"swe"
2008,83.12,79.09,81.13,"swe"
2009,83.33,79.33,81.36,"swe"
2010,83.47,79.51,81.52,"swe"
2011,83.67,79.79,81.76,"swe"
1970,71.42,66.32,68.65,"twn"
1971,71.78,66.76,69.06,"twn"
1972,72.07,67.08,69.35,"twn"
1973,72.22,67.07,69.4,"twn"
1974,72.58,67.41,69.77,"twn"
1975,72.88,67.63,70.02,"twn"
1976,73.21,68.05,70.38,"twn"
1977,73.4,68.19,70.55,"twn"
1978,73.94,68.79,71.12,"twn"
1979,74.13,68.9,71.25,"twn"
1980,74.23,69.25,71.5,"twn"
1981,74.28,69.41,71.6,"twn"
1982,74.78,69.93,72.11,"twn"
1983,74.79,69.9,72.09,"twn"
1984,75.48,70.52,72.75,"twn"
1985,75.6,70.77,72.94,"twn"
1986,75.76,70.86,73.07,"twn"
1987,76.14,71.08,73.36,"twn"
1988,75.98,70.88,73.18,"twn"
1989,76.36,71.13,73.49,"twn"
1990,76.64,71.4,73.76,"twn"
1991,77.11,71.86,74.24,"twn"
1992,77.1,71.81,74.21,"twn"
1993,77.49,72.03,74.51,"twn"
1994,77.82,72.03,74.66,"twn"
1995,77.63,71.85,74.47,"twn"
1996,77.81,72.01,74.65,"twn"
1997,78.33,72.52,75.18,"twn"
1998,78.57,72.65,75.36,"twn"
1999,78.58,72.81,75.46,"twn"
2000,79.21,73.31,76.02,"twn"
2001,79.59,73.66,76.39,"twn"
2002,79.93,74.25,76.88,"twn"
2003,80.08,74.49,77.09,"twn"
2004,80.4,74.41,77.19,"twn"
2005,80.56,74.29,77.21,"twn"
2006,81.35,74.94,77.93,"twn"
2007,81.37,75.24,78.12,"twn"
2008,81.62,75.42,78.34,"twn"
2009,82,75.93,78.81,"twn"
2010,82.37,76.24,79.15,"twn"
1959,72.2,65.78,69.45,"ukr"
1960,73.8,67.39,71.08,"ukr"
1961,74.15,67.63,71.38,"ukr"
1962,73.52,67.11,70.78,"ukr"
1963,74.24,67.65,71.42,"ukr"
1964,75.03,68.45,72.22,"ukr"
1965,74.6,67.82,71.69,"ukr"
1966,74.99,67.94,71.95,"ukr"
1967,74.64,67.52,71.55,"ukr"
1968,74.92,67.39,71.64,"ukr"
1969,74.53,66.63,71.04,"ukr"
1970,74.43,66.5,70.94,"ukr"
1971,74.76,66.67,71.19,"ukr"
1972,74.45,66.53,70.95,"ukr"
1973,74.66,66.64,71.11,"ukr"
1974,74.7,66.41,71.01,"ukr"
1975,74.25,65.59,70.35,"ukr"
1976,74.22,65.69,70.38,"ukr"
1977,74.21,65.14,70.07,"ukr"
1978,74.2,65.02,69.99,"ukr"
1979,74.03,64.7,69.72,"ukr"
1980,74.06,64.62,69.68,"ukr"
1981,74.18,64.63,69.74,"ukr"
1982,74.42,64.8,69.94,"ukr"
1983,74.39,64.87,69.94,"ukr"
1984,74.09,64.6,69.63,"ukr"
1985,74.03,65.25,69.94,"ukr"
1986,75.01,66.89,71.3,"ukr"
1987,74.91,66.63,71.09,"ukr"
1988,74.78,66.58,70.98,"ukr"
1989,75.19,66.13,70.91,"ukr"
1990,74.9,65.6,70.46,"ukr"
1991,74.32,64.62,69.62,"ukr"
1992,74.03,63.81,69.01,"ukr"
1993,73.35,63.16,68.31,"ukr"
1994,72.95,62.38,67.66,"ukr"
1995,72.51,61.21,66.77,"ukr"
1996,72.78,61.51,67.06,"ukr"
1997,73.17,62.22,67.65,"ukr"
1998,73.83,63.16,68.49,"ukr"
1999,73.61,62.62,68.07,"ukr"
2000,73.52,62.08,67.71,"ukr"
2001,73.64,62.24,67.86,"ukr"
2002,73.63,62.06,67.74,"ukr"
2003,73.53,62.23,67.79,"ukr"
2004,73.62,61.98,67.68,"ukr"
2005,73.37,61.49,67.28,"ukr"
2006,73.79,62.27,67.94,"ukr"
2007,73.68,61.76,67.59,"ukr"
2008,73.91,62.25,67.98,"ukr"
2009,74.84,64.35,69.62,"ukr"
1933,62.78,59.17,60.88,"usa"
1934,62.34,58.34,60.23,"usa"
1935,63.04,58.96,60.89,"usa"
1936,62.6,58.35,60.35,"usa"
1937,63.37,59,61.05,"usa"
1938,64.54,60.45,62.39,"usa"
1939,65.25,61.12,63.07,"usa"
1940,65.57,61.14,63.23,"usa"
1941,66.27,61.59,63.8,"usa"
1942,67.17,62.26,64.59,"usa"
1943,66.9,61.9,64.3,"usa"
1944,67.76,62.54,65.09,"usa"
1945,68.34,62.96,65.58,"usa"
1946,69.02,63.76,66.28,"usa"
1947,69.45,64.19,66.69,"usa"
1948,70.1,64.69,67.25,"usa"
1949,70.52,65.02,67.63,"usa"
1950,71.02,65.4,68.07,"usa"
1951,71.22,65.41,68.17,"usa"
1952,71.5,65.55,68.39,"usa"
1953,71.92,65.8,68.72,"usa"
1954,72.7,66.57,69.5,"usa"
1955,72.8,66.58,69.56,"usa"
1956,72.95,66.61,69.64,"usa"
1957,72.74,66.36,69.41,"usa"
1958,73,66.6,69.67,"usa"
1959,73.31,66.75,69.89,"usa"
1960,73.31,66.63,69.83,"usa"
1961,73.7,67.03,70.24,"usa"
1962,73.59,66.88,70.11,"usa"
1963,73.5,66.63,69.94,"usa"
1964,73.81,66.82,70.19,"usa"
1965,73.93,66.8,70.24,"usa"
1966,73.97,66.69,70.21,"usa"
1967,74.33,66.93,70.52,"usa"
1968,74.09,66.57,70.22,"usa"
1969,74.4,66.77,70.48,"usa"
1970,74.65,67.02,70.74,"usa"
1971,74.96,67.37,71.09,"usa"
1972,75.11,67.43,71.18,"usa"
1973,75.32,67.62,71.4,"usa"
1974,75.86,68.19,71.97,"usa"
1975,76.45,68.72,72.54,"usa"
1976,76.68,69.09,72.85,"usa"
1977,77.08,69.41,73.22,"usa"
1978,77.23,69.63,73.42,"usa"
1979,77.66,70.01,73.83,"usa"
1980,77.48,69.99,73.74,"usa"
1981,77.8,70.41,74.12,"usa"
1982,78.08,70.81,74.47,"usa"
1983,78.09,70.97,74.56,"usa"
1984,78.18,71.13,74.69,"usa"
1985,78.18,71.08,74.67,"usa"
1986,78.27,71.15,74.75,"usa"
1987,78.36,71.32,74.88,"usa"
1988,78.31,71.33,74.86,"usa"
1989,78.58,71.61,75.14,"usa"
1990,78.86,71.86,75.41,"usa"
1991,78.99,72.04,75.56,"usa"
1992,79.2,72.34,75.81,"usa"
1993,78.95,72.18,75.61,"usa"
1994,79.07,72.4,75.78,"usa"
1995,79.1,72.6,75.89,"usa"
1996,79.24,73.09,76.22,"usa"
1997,79.4,73.56,76.54,"usa"
1998,79.45,73.83,76.71,"usa"
1999,79.38,73.95,76.73,"usa"
2000,79.46,74.15,76.87,"usa"
2001,79.54,74.29,76.98,"usa"
2002,79.62,74.38,77.05,"usa"
2003,79.75,74.57,77.21,"usa"
2004,80.12,75.01,77.62,"usa"
2005,80.14,75.02,77.62,"usa"
2006,80.41,75.31,77.91,"usa"
2007,80.65,75.6,78.17,"usa"
2008,80.69,75.74,78.26,"usa"
2009,81.04,76.13,78.63,"usa"
2010,81.21,76.37,78.83,"usa"
